ID,Nombre,Edad,Género,Ciudad,Comentario,Categoría del problema,Nivel de urgencia,Fecha del reporte,Acceso a internet,Atención previa del gobierno,Zona rural,Nivel_gravedad,Categoria,Frecuencia_similar,Personas_afectadas,Fecha
9264,Carlos,41.0,Otro,Medellín,la contaminación del río está aumentando.,Salud,No urgente,2023-12-05,0,1,0,LEVE,Salud,1,1,2023-12-05
9265,Carlos,30.0,M,Manizales,,Educación,No urgente,2024-02-13,1,0,0,LEVE,Educación,1,1,2024-02-13
9266,Laura,73.0,M,Bucaramanga,las basuras no se recogen a tiempo.,Seguridad,No urgente,2023-01-07,0,1,1,LEVE,Seguridad,1,1,2023-01-07
9267,Juan,23.0,Otro,Cúcuta,la contaminación del río está aumentando.,Educación,Urgente,2024-04-22,0,0,0,GRAVE,Educación,1,1,2024-04-22
9268,Juan,35.0,Otro,Bogotá,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,2023-05-08,0,1,0,GRAVE,Medio Ambiente,1,1,2023-05-08
9269,Laura,63.0,F,Bogotá,no tenemos centros culturales ni bibliotecas.,Educación,Urgente,2023-11-22,1,1,1,GRAVE,Educación,1,1,2023-11-22
9270,Carlos,25.0,F,Cartagena,faltan médicos en el centro de salud.,Salud,Urgente,2023-07-09,1,0,0,GRAVE,Salud,1,1,2023-07-09
9271,María,,Otro,Cúcuta,faltan médicos en el centro de salud.,Medio Ambiente,No urgente,2023-09-21,1,0,0,LEVE,Medio Ambiente,1,1,2023-09-21
9272,Laura,,F,Manizales,las calles están muy oscuras y peligrosas.,Seguridad,No urgente,2024-06-19,0,0,1,LEVE,Seguridad,1,1,2024-06-19
9273,Pedro,22.0,M,Cúcuta,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,2023-01-04,1,1,0,GRAVE,Salud,1,1,2023-01-04
9274,Sofía,65.0,Otro,Cartagena,,Educación,No urgente,2023-06-21,1,1,1,LEVE,Educación,1,1,2023-06-21
9275,Camilo,60.0,Otro,Pereira,faltan médicos en el centro de salud.,Salud,Urgente,2024-01-19,0,1,0,GRAVE,Salud,1,1,2024-01-19
9276,Carlos,54.0,F,Medellín,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,2023-10-18,1,0,0,GRAVE,Seguridad,1,1,2023-10-18
9277,Pedro,58.0,M,Barranquilla,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,2023-10-14,1,0,1,LEVE,Medio Ambiente,1,1,2023-10-14
9278,Carlos,73.0,M,Barranquilla,las basuras no se recogen a tiempo.,Educación,Urgente,2023-09-26,0,0,1,GRAVE,Educación,1,1,2023-09-26
9279,Ana,33.0,Otro,Santa Marta,las calles están muy oscuras y peligrosas.,Salud,No urgente,2023-07-01,0,1,0,LEVE,Salud,1,1,2023-07-01
9280,Pedro,47.0,F,Bogotá,,Educación,Urgente,2023-01-14,1,0,0,GRAVE,Educación,1,1,2023-01-14
9281,Laura,65.0,Otro,Bucaramanga,faltan médicos en el centro de salud.,Seguridad,No urgente,2023-03-29,1,0,1,LEVE,Seguridad,1,1,2023-03-29
9282,María,54.0,M,Santa Marta,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2024-03-13,1,0,1,LEVE,Medio Ambiente,1,1,2024-03-13
9283,Jorge,56.0,Otro,Medellín,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2024-04-17,1,1,0,GRAVE,Medio Ambiente,1,1,2024-04-17
9284,Valentina,66.0,M,Manizales,las calles están muy oscuras y peligrosas.,Seguridad,No urgente,2023-10-06,1,1,1,LEVE,Seguridad,1,1,2023-10-06
9285,Carlos,49.0,F,Santa Marta,la contaminación del río está aumentando.,Seguridad,Urgente,2024-03-26,1,0,0,GRAVE,Seguridad,1,1,2024-03-26
9286,Laura,62.0,M,Bogotá,queremos más presencia policial.,Seguridad,Urgente,2024-08-27,0,1,1,GRAVE,Seguridad,1,1,2024-08-27
9287,Jorge,,M,Barranquilla,la contaminación del río está aumentando.,Educación,No urgente,2023-09-22,1,0,1,LEVE,Educación,1,1,2023-09-22
9288,Laura,53.0,F,Bucaramanga,queremos más presencia policial.,Salud,Urgente,2024-03-13,1,0,0,GRAVE,Salud,1,1,2024-03-13
9289,Juan,18.0,M,Cartagena,las basuras no se recogen a tiempo.,Educación,No urgente,2024-02-29,0,0,1,LEVE,Educación,1,1,2024-02-29
9290,Jorge,37.0,F,Manizales,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,2023-05-02,0,1,1,GRAVE,Seguridad,1,1,2023-05-02
9291,Valentina,70.0,M,Cartagena,las basuras no se recogen a tiempo.,Salud,No urgente,2023-04-14,0,1,0,LEVE,Salud,1,1,2023-04-14
9292,María,53.0,Otro,Medellín,queremos más presencia policial.,Salud,No urgente,2024-03-15,1,1,0,LEVE,Salud,1,1,2024-03-15
9293,Valentina,30.0,M,Cartagena,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,2024-02-02,1,1,0,LEVE,Seguridad,1,1,2024-02-02
9294,Carlos,31.0,Otro,Manizales,las basuras no se recogen a tiempo.,Educación,Urgente,2023-06-19,1,0,0,GRAVE,Educación,1,1,2023-06-19
9295,María,39.0,F,Medellín,hay problemas con la recolección de basura.,Seguridad,Urgente,2023-04-05,0,0,1,GRAVE,Seguridad,1,1,2023-04-05
9296,Sofía,18.0,Otro,Santa Marta,no hay suficientes escuelas públicas.,Salud,No urgente,2023-03-30,0,0,0,LEVE,Salud,1,1,2023-03-30
9297,Ana,43.0,,Bucaramanga,,Medio Ambiente,No urgente,2023-11-28,1,0,0,LEVE,Medio Ambiente,1,1,2023-11-28
9298,Ana,24.0,Otro,Barranquilla,no hay suficientes escuelas públicas.,Salud,Urgente,2024-01-16,0,1,1,GRAVE,Salud,1,1,2024-01-16
9299,Pedro,57.0,F,Cali,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,2023-06-26,1,0,1,GRAVE,Seguridad,1,1,2023-06-26
9300,Camilo,,M,Cali,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,2023-04-11,0,0,1,LEVE,Educación,1,1,2023-04-11
9301,María,25.0,F,Manizales,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2024-06-03,1,1,1,GRAVE,Medio Ambiente,1,1,2024-06-03
9302,María,24.0,M,Cali,las basuras no se recogen a tiempo.,Salud,Urgente,2024-09-17,0,1,0,GRAVE,Salud,1,1,2024-09-17
9303,María,32.0,M,Cartagena,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2023-04-30,1,0,1,GRAVE,Medio Ambiente,1,1,2023-04-30
9304,Carlos,22.0,Otro,Bogotá,las calles están muy oscuras y peligrosas.,Salud,No urgente,2024-10-03,0,1,1,LEVE,Salud,1,1,2024-10-03
9305,Laura,20.0,M,Medellín,la contaminación del río está aumentando.,Educación,Urgente,2023-06-23,1,1,1,GRAVE,Educación,1,1,2023-06-23
9306,Sofía,80.0,Otro,Santa Marta,falta agua potable en varias casas.,Salud,Urgente,2024-03-22,0,0,1,GRAVE,Salud,1,1,2024-03-22
9307,Sofía,18.0,M,Santa Marta,falta agua potable en varias casas.,Seguridad,Urgente,2023-01-04,1,1,1,GRAVE,Seguridad,1,1,2023-01-04
9308,María,44.0,Otro,Santa Marta,queremos más presencia policial.,Salud,No urgente,2024-10-15,1,0,0,LEVE,Salud,1,1,2024-10-15
9309,Pedro,34.0,M,Manizales,,Seguridad,Urgente,2024-06-16,0,1,0,GRAVE,Seguridad,1,1,2024-06-16
9310,Camilo,58.0,F,Barranquilla,faltan médicos en el centro de salud.,Medio Ambiente,No urgente,2024-02-06,0,0,0,LEVE,Medio Ambiente,1,1,2024-02-06
9311,Ana,20.0,M,Cúcuta,hay problemas con la recolección de basura.,Educación,Urgente,2024-04-28,0,0,1,GRAVE,Educación,1,1,2024-04-28
9312,Valentina,61.0,F,Bucaramanga,las calles están muy oscuras y peligrosas.,Salud,Urgente,2024-11-27,0,0,1,GRAVE,Salud,1,1,2024-11-27
9313,Ana,18.0,Otro,Barranquilla,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2024-09-12,0,1,0,LEVE,Medio Ambiente,1,1,2024-09-12
9314,María,59.0,M,Bogotá,necesitamos más acceso a internet en la zona.,Educación,No urgente,2023-09-21,1,1,1,LEVE,Educación,1,1,2023-09-21
9315,Valentina,33.0,F,Bucaramanga,la contaminación del río está aumentando.,Salud,No urgente,2023-03-18,1,0,1,LEVE,Salud,1,1,2023-03-18
9316,Valentina,60.0,,Bogotá,la contaminación del río está aumentando.,Salud,No urgente,2023-11-26,1,1,0,LEVE,Salud,1,1,2023-11-26
9317,Valentina,69.0,M,Medellín,,Seguridad,No urgente,2023-11-19,1,0,1,LEVE,Seguridad,1,1,2023-11-19
9318,Laura,53.0,M,Pereira,las basuras no se recogen a tiempo.,Seguridad,No urgente,2023-11-15,0,0,1,LEVE,Seguridad,1,1,2023-11-15
9319,Pedro,62.0,Otro,Bogotá,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2024-11-08,0,1,1,GRAVE,Medio Ambiente,1,1,2024-11-08
9320,Valentina,,M,Bucaramanga,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2024-01-07,1,1,1,GRAVE,Medio Ambiente,1,1,2024-01-07
9321,Jorge,26.0,F,Santa Marta,la contaminación del río está aumentando.,Salud,Urgente,2023-01-22,0,1,1,GRAVE,Salud,1,1,2023-01-22
9322,Valentina,34.0,Otro,Bogotá,hay problemas con la recolección de basura.,Educación,No urgente,2024-10-02,0,0,1,LEVE,Educación,1,1,2024-10-02
9323,Pedro,47.0,M,Bucaramanga,falta agua potable en varias casas.,Seguridad,Urgente,2024-11-13,0,0,1,GRAVE,Seguridad,1,1,2024-11-13
9324,Valentina,15.0,Otro,Cartagena,faltan médicos en el centro de salud.,Salud,Urgente,2023-04-20,0,1,0,GRAVE,Salud,1,1,2023-04-20
9325,Jorge,69.0,Otro,Cúcuta,faltan médicos en el centro de salud.,Seguridad,Urgente,2024-11-09,1,1,0,GRAVE,Seguridad,1,1,2024-11-09
9326,Juan,25.0,M,Santa Marta,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2023-10-08,0,1,0,LEVE,Medio Ambiente,1,1,2023-10-08
9327,Ana,73.0,M,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2023-03-27,0,1,1,LEVE,Medio Ambiente,1,1,2023-03-27
9328,Jorge,37.0,F,Medellín,necesitamos más acceso a internet en la zona.,Educación,No urgente,2024-10-19,1,0,1,LEVE,Educación,1,1,2024-10-19
9329,Jorge,59.0,M,Cali,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2023-08-31,0,0,0,LEVE,Medio Ambiente,1,1,2023-08-31
9330,Carlos,74.0,M,Bucaramanga,las calles están muy oscuras y peligrosas.,Educación,No urgente,2023-08-08,0,1,1,LEVE,Educación,1,1,2023-08-08
9331,Camilo,,M,Manizales,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,2023-08-19,1,0,0,GRAVE,Seguridad,1,1,2023-08-19
9332,Valentina,16.0,F,Cali,hay problemas con la recolección de basura.,Seguridad,Urgente,2023-07-15,0,0,0,GRAVE,Seguridad,1,1,2023-07-15
9333,Valentina,37.0,F,Pereira,queremos más presencia policial.,Salud,Urgente,2023-01-26,0,0,1,GRAVE,Salud,1,1,2023-01-26
9334,Pedro,,F,Medellín,queremos más presencia policial.,Medio Ambiente,Urgente,2023-05-17,1,1,1,GRAVE,Medio Ambiente,1,1,2023-05-17
9335,María,19.0,,Barranquilla,queremos más presencia policial.,Medio Ambiente,Urgente,2024-10-16,0,0,0,GRAVE,Medio Ambiente,1,1,2024-10-16
9336,María,33.0,Otro,Cartagena,queremos más presencia policial.,Educación,No urgente,2023-09-08,1,1,0,LEVE,Educación,1,1,2023-09-08
9337,Sofía,77.0,M,Pereira,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,2023-12-09,1,0,0,GRAVE,Seguridad,1,1,2023-12-09
9338,Carlos,55.0,Otro,Pereira,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,2023-09-21,0,0,1,LEVE,Medio Ambiente,1,1,2023-09-21
9339,María,73.0,Otro,Cúcuta,queremos más presencia policial.,Salud,Urgente,2024-03-17,1,1,0,GRAVE,Salud,1,1,2024-03-17
9340,Juan,76.0,F,Pereira,,Seguridad,Urgente,2023-05-16,1,1,0,GRAVE,Seguridad,1,1,2023-05-16
9341,Sofía,17.0,F,Santa Marta,falta agua potable en varias casas.,Seguridad,Urgente,2023-08-22,1,1,1,GRAVE,Seguridad,1,1,2023-08-22
9342,Camilo,69.0,M,Medellín,queremos más presencia policial.,Medio Ambiente,Urgente,2024-06-23,0,1,0,GRAVE,Medio Ambiente,1,1,2024-06-23
9343,Jorge,18.0,F,Medellín,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,2024-02-29,1,0,0,LEVE,Seguridad,1,1,2024-02-29
9344,Juan,,F,Bogotá,faltan médicos en el centro de salud.,Medio Ambiente,No urgente,2023-01-30,0,1,1,LEVE,Medio Ambiente,1,1,2023-01-30
9345,Carlos,60.0,F,Pereira,hay problemas con la recolección de basura.,Salud,No urgente,2024-05-25,0,1,0,LEVE,Salud,1,1,2024-05-25
9346,Carlos,44.0,Otro,Medellín,falta agua potable en varias casas.,Seguridad,Urgente,2024-09-29,1,0,1,GRAVE,Seguridad,1,1,2024-09-29
9347,María,29.0,Otro,Bucaramanga,faltan médicos en el centro de salud.,Salud,Urgente,2023-09-28,1,0,0,GRAVE,Salud,1,1,2023-09-28
9348,Ana,66.0,F,Barranquilla,,Educación,Urgente,2023-10-12,0,1,0,GRAVE,Educación,1,1,2023-10-12
9349,Carlos,66.0,Otro,Bucaramanga,las basuras no se recogen a tiempo.,Educación,Urgente,2023-01-28,1,0,0,GRAVE,Educación,1,1,2023-01-28
9350,Laura,80.0,Otro,Pereira,necesitamos más acceso a internet en la zona.,Educación,Urgente,2023-06-04,0,0,0,GRAVE,Educación,1,1,2023-06-04
9351,Valentina,66.0,,Manizales,falta agua potable en varias casas.,Educación,No urgente,2023-08-26,1,1,1,LEVE,Educación,1,1,2023-08-26
9352,Pedro,23.0,F,Manizales,queremos más presencia policial.,Salud,No urgente,2024-04-28,1,0,0,LEVE,Salud,1,1,2024-04-28
9353,Juan,35.0,Otro,Barranquilla,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,2024-01-22,0,1,0,LEVE,Medio Ambiente,1,1,2024-01-22
9354,Pedro,53.0,F,Santa Marta,faltan médicos en el centro de salud.,Educación,No urgente,2023-11-02,0,1,1,LEVE,Educación,1,1,2023-11-02
9355,Jorge,80.0,F,Cúcuta,no tenemos centros culturales ni bibliotecas.,Salud,No urgente,2023-10-09,1,1,1,LEVE,Salud,1,1,2023-10-09
9356,Juan,53.0,M,Medellín,la contaminación del río está aumentando.,Seguridad,No urgente,2023-09-01,0,0,1,LEVE,Seguridad,1,1,2023-09-01
9357,Carlos,,F,Cali,hay problemas con la recolección de basura.,Salud,No urgente,2023-08-08,1,1,1,LEVE,Salud,1,1,2023-08-08
9358,Carlos,76.0,M,Bogotá,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,2024-04-24,1,0,0,GRAVE,Seguridad,1,1,2024-04-24
9359,Camilo,58.0,M,Cali,las basuras no se recogen a tiempo.,Seguridad,No urgente,2023-10-29,0,1,0,LEVE,Seguridad,1,1,2023-10-29
9360,Ana,62.0,Otro,Manizales,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,2023-03-10,0,1,0,GRAVE,Medio Ambiente,1,1,2023-03-10
9361,Juan,57.0,F,Cali,,Educación,Urgente,2024-08-18,0,0,0,GRAVE,Educación,1,1,2024-08-18
9362,Ana,55.0,F,Medellín,hay problemas con la recolección de basura.,Seguridad,No urgente,2024-06-02,0,1,1,LEVE,Seguridad,1,1,2024-06-02
9363,Laura,78.0,F,Cartagena,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2023-02-26,0,1,0,LEVE,Medio Ambiente,1,1,2023-02-26
9364,María,39.0,F,Cali,no hay suficientes escuelas públicas.,Educación,Urgente,2024-07-02,1,0,1,GRAVE,Educación,1,1,2024-07-02
9365,Sofía,64.0,Otro,Bogotá,queremos más presencia policial.,Educación,Urgente,2023-04-08,0,0,0,GRAVE,Educación,1,1,2023-04-08
9366,Jorge,26.0,M,Bucaramanga,las calles están muy oscuras y peligrosas.,Salud,Urgente,2024-01-07,0,1,1,GRAVE,Salud,1,1,2024-01-07
9367,Jorge,20.0,F,Medellín,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,2023-10-19,1,0,0,LEVE,Seguridad,1,1,2023-10-19
9368,Pedro,59.0,,Cúcuta,queremos más presencia policial.,Seguridad,No urgente,2024-02-16,1,1,1,LEVE,Seguridad,1,1,2024-02-16
9369,Laura,19.0,Otro,Santa Marta,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,2023-02-12,0,1,0,LEVE,Seguridad,1,1,2023-02-12
9370,Valentina,26.0,F,Cúcuta,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2023-06-29,1,1,0,GRAVE,Medio Ambiente,1,1,2023-06-29
9371,Juan,56.0,F,Pereira,necesitamos más acceso a internet en la zona.,Salud,No urgente,2023-12-22,1,0,0,LEVE,Salud,1,1,2023-12-22
9372,Camilo,46.0,F,Bogotá,necesitamos más acceso a internet en la zona.,Salud,No urgente,2023-01-31,0,1,0,LEVE,Salud,1,1,2023-01-31
9373,Sofía,40.0,Otro,Manizales,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2024-03-19,1,1,0,LEVE,Medio Ambiente,1,1,2024-03-19
9374,Pedro,15.0,M,Medellín,queremos más presencia policial.,Seguridad,Urgente,2023-01-16,1,1,0,GRAVE,Seguridad,1,1,2023-01-16
9375,Carlos,76.0,Otro,Medellín,las basuras no se recogen a tiempo.,Educación,No urgente,2023-05-16,1,1,0,LEVE,Educación,1,1,2023-05-16
9376,Ana,22.0,M,Pereira,necesitamos más acceso a internet en la zona.,Educación,Urgente,2024-09-03,0,1,0,GRAVE,Educación,1,1,2024-09-03
9377,Valentina,54.0,F,Cali,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,2023-08-10,0,0,0,GRAVE,Seguridad,1,1,2023-08-10
9378,Laura,34.0,F,Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2024-03-28,0,0,1,LEVE,Medio Ambiente,1,1,2024-03-28
9379,María,18.0,Otro,Cali,queremos más presencia policial.,Educación,No urgente,2024-11-18,0,1,0,LEVE,Educación,1,1,2024-11-18
9380,Jorge,54.0,,Cartagena,queremos más presencia policial.,Medio Ambiente,No urgente,2024-06-22,1,0,0,LEVE,Medio Ambiente,1,1,2024-06-22
9381,Carlos,58.0,M,Barranquilla,,Salud,No urgente,2023-10-17,1,0,1,LEVE,Salud,1,1,2023-10-17
9382,María,15.0,F,Pereira,faltan médicos en el centro de salud.,Medio Ambiente,No urgente,2023-04-20,1,0,0,LEVE,Medio Ambiente,1,1,2023-04-20
9383,Valentina,26.0,F,Cúcuta,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2024-01-04,1,1,1,LEVE,Medio Ambiente,1,1,2024-01-04
9384,Camilo,64.0,F,Pereira,las calles están muy oscuras y peligrosas.,Salud,No urgente,2023-12-17,0,0,0,LEVE,Salud,1,1,2023-12-17
9385,Sofía,61.0,Otro,Cartagena,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2023-06-05,0,0,0,GRAVE,Medio Ambiente,1,1,2023-06-05
9386,Laura,34.0,Otro,Cartagena,,Seguridad,Urgente,2023-03-01,0,0,1,GRAVE,Seguridad,1,1,2023-03-01
9387,Sofía,49.0,M,Manizales,queremos más presencia policial.,Seguridad,No urgente,2023-05-26,1,0,1,LEVE,Seguridad,1,1,2023-05-26
9388,Camilo,74.0,M,Cartagena,hay problemas con la recolección de basura.,Educación,Urgente,2024-02-09,0,1,1,GRAVE,Educación,1,1,2024-02-09
9389,Juan,50.0,M,Santa Marta,faltan médicos en el centro de salud.,Seguridad,Urgente,2024-04-28,1,0,1,GRAVE,Seguridad,1,1,2024-04-28
9390,Ana,71.0,Otro,Bogotá,faltan médicos en el centro de salud.,Seguridad,Urgente,2024-05-15,0,1,1,GRAVE,Seguridad,1,1,2024-05-15
9391,María,54.0,Otro,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Educación,Urgente,2024-09-24,1,1,1,GRAVE,Educación,1,1,2024-09-24
9392,Sofía,,M,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2023-06-05,1,1,1,GRAVE,Medio Ambiente,1,1,2023-06-05
9393,Sofía,49.0,M,Manizales,,Educación,No urgente,2023-04-03,1,1,0,LEVE,Educación,1,1,2023-04-03
9394,Laura,77.0,F,Barranquilla,,Salud,No urgente,2023-03-06,1,0,0,LEVE,Salud,1,1,2023-03-06
9395,Ana,54.0,F,Bogotá,,Educación,No urgente,2023-11-09,0,0,0,LEVE,Educación,1,1,2023-11-09
9396,Valentina,,Otro,Cali,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,2024-03-25,1,0,0,GRAVE,Seguridad,1,1,2024-03-25
9397,Jorge,38.0,M,Bogotá,no hay suficientes escuelas públicas.,Educación,Urgente,2023-07-09,0,0,1,GRAVE,Educación,1,1,2023-07-09
9398,Valentina,60.0,Otro,Cúcuta,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2024-01-26,0,0,1,LEVE,Medio Ambiente,1,1,2024-01-26
9399,Carlos,74.0,Otro,Cúcuta,faltan médicos en el centro de salud.,Salud,Urgente,2023-11-25,1,0,0,GRAVE,Salud,1,1,2023-11-25
9400,Camilo,71.0,M,Barranquilla,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,2024-11-04,0,1,1,GRAVE,Seguridad,1,1,2024-11-04
9401,Ana,32.0,Otro,Cali,,Medio Ambiente,Urgente,2023-12-03,0,1,0,GRAVE,Medio Ambiente,1,1,2023-12-03
9402,Pedro,37.0,M,Medellín,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2023-08-04,1,1,0,GRAVE,Medio Ambiente,1,1,2023-08-04
9403,María,18.0,Otro,Cali,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,2023-04-15,1,0,1,GRAVE,Seguridad,1,1,2023-04-15
9404,Camilo,78.0,Otro,Bogotá,,Salud,No urgente,2023-04-12,1,1,0,LEVE,Salud,1,1,2023-04-12
9405,Sofía,27.0,M,Pereira,faltan médicos en el centro de salud.,Seguridad,No urgente,2023-10-17,0,1,1,LEVE,Seguridad,1,1,2023-10-17
9406,Pedro,62.0,M,Barranquilla,hay problemas con la recolección de basura.,Salud,No urgente,2023-01-15,0,1,0,LEVE,Salud,1,1,2023-01-15
9407,Carlos,57.0,F,Barranquilla,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2023-08-08,0,1,1,GRAVE,Medio Ambiente,1,1,2023-08-08
9408,María,32.0,M,Barranquilla,queremos más presencia policial.,Medio Ambiente,No urgente,2023-03-26,0,0,1,LEVE,Medio Ambiente,1,1,2023-03-26
9409,Juan,39.0,M,Cúcuta,falta agua potable en varias casas.,Seguridad,No urgente,2024-02-22,0,1,1,LEVE,Seguridad,1,1,2024-02-22
9410,Laura,46.0,Otro,Cali,faltan médicos en el centro de salud.,Salud,No urgente,2024-02-27,1,0,1,LEVE,Salud,1,1,2024-02-27
9411,Ana,76.0,Otro,Pereira,faltan médicos en el centro de salud.,Salud,Urgente,2023-12-22,1,0,1,GRAVE,Salud,1,1,2023-12-22
9412,Ana,78.0,M,Bucaramanga,las basuras no se recogen a tiempo.,Seguridad,No urgente,2024-02-06,1,1,1,LEVE,Seguridad,1,1,2024-02-06
9413,Valentina,16.0,,Pereira,queremos más presencia policial.,Salud,No urgente,2023-02-14,1,0,1,LEVE,Salud,1,1,2023-02-14
9414,Jorge,59.0,Otro,Medellín,,Medio Ambiente,No urgente,2024-08-30,1,0,0,LEVE,Medio Ambiente,1,1,2024-08-30
9415,María,30.0,Otro,Medellín,faltan médicos en el centro de salud.,Medio Ambiente,No urgente,2024-10-21,0,0,1,LEVE,Medio Ambiente,1,1,2024-10-21
9416,Juan,44.0,Otro,Barranquilla,las calles están muy oscuras y peligrosas.,Educación,No urgente,2024-01-06,0,1,1,LEVE,Educación,1,1,2024-01-06
9417,Laura,,F,Medellín,queremos más presencia policial.,Educación,Urgente,2023-05-20,1,1,0,GRAVE,Educación,1,1,2023-05-20
9418,Pedro,,,Santa Marta,no hay suficientes escuelas públicas.,Educación,No urgente,2024-10-18,0,1,0,LEVE,Educación,1,1,2024-10-18
9419,Laura,65.0,F,Bogotá,no hay suficientes escuelas públicas.,Seguridad,Urgente,2024-02-19,0,0,0,GRAVE,Seguridad,1,1,2024-02-19
9420,Ana,49.0,Otro,Cartagena,necesitamos más acceso a internet en la zona.,Educación,Urgente,2023-06-11,0,0,0,GRAVE,Educación,1,1,2023-06-11
9421,María,77.0,Otro,Barranquilla,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2024-03-11,1,0,0,GRAVE,Medio Ambiente,1,1,2024-03-11
9422,Carlos,29.0,F,Santa Marta,,Educación,No urgente,2024-06-24,0,1,0,LEVE,Educación,1,1,2024-06-24
9423,Juan,48.0,F,Santa Marta,las basuras no se recogen a tiempo.,Salud,No urgente,2023-02-15,1,1,1,LEVE,Salud,1,1,2023-02-15
9424,Pedro,37.0,F,Manizales,las basuras no se recogen a tiempo.,Educación,No urgente,2023-05-09,1,0,0,LEVE,Educación,1,1,2023-05-09
9425,Juan,64.0,F,Santa Marta,la contaminación del río está aumentando.,Educación,Urgente,2023-01-06,0,1,1,GRAVE,Educación,1,1,2023-01-06
9426,María,20.0,,Pereira,la contaminación del río está aumentando.,Educación,No urgente,2023-12-12,1,0,1,LEVE,Educación,1,1,2023-12-12
